scientist,avg_compound,avg_polarity,subjectivity,positive_ratio,negative_ratio,neutral_ratio,total_sentences
何泽慧,-0.004982051282051282,0.0005293317793317791,0.007818570318570318,0.008547008547008548,0.021367521367521368,0.9871794871794872,234
